Date|Time|Description|row_id|key_entities_ticker|key_entities_company|key_entities_person|key_entities_sector|key_entities_country|key_entities_event|key_entities_economic|key_entities_policy|key_entities_central_bank|key_entities_commodity|key_entities_crypto|key_entities_index|key_entities_geopolitical|key_entities_source|key_entities_rating|key_entities_metric|new_summary|sentiment_score|reasoning|api_error
2026-03-07|09:09:44|IRAN'S ASSEMBLY OF EXPERTS TO MEET WITHIN ONE DAY TO CHOSE NEW SUPREME LEADER  SAYS ASSEMBLY MEMBER AYATOLLAH MOZAFARI CITED BY IRANIAN MEDIA|1518|||Ayatollah Mozafari||Iran|Assembly of Experts meeting,Selection of new Supreme Leader||||||||Iranian media|||The Assembly of Experts in Iran is set to meet in one day to choose a new Supreme Leader, according to an Assembly member Ayatollah Mozafari cited by Iranian media.|2.5|The tweet provides factual information about a political event without expressing a positive or negative opinion. Therefore, it maintains a neutral sentiment.|
2026-03-07|09:19:44|IRAN'S FOREIGN MINISTRY'S STATEMENT: TEHRAN WILL CONTINUE UNTIL THE AGGRESSION STOPS OR UNTIL THE UNITED NATIONS SECURITY COUNCIL FULFILLS ITS DUTY BY IDENTIFYING THE AGGRESSORS|1519|||||Iran|foreign ministry statement||UN Security Council|||||aggression,identify aggressors||||Iran's Foreign Ministry emphasizes its commitment to continue actions until aggression ceases or until the UN Security Council addresses the situation by identifying the aggressors.|1.0|The statement reflects a confrontational stance by Iran, indicating ongoing tensions and potential escalation, hence a bearish outlook.|
2026-03-07|09:38:44|KUWAIT PETROLEUM CO DECLARES FORCE MAJEURE DUE TO MIDEAST CONFLICT - TRADE NOTICE|1520||KUWAIT PETROLEUM CO||Energy|Kuwait|force majeure||||Oil|||Mideast conflict||||Kuwait Petroleum Company has declared a force majeure due to the ongoing conflict in the Middle East, which could impact oil trading operations.|1.0|The declaration of force majeure indicates a significant disruption in operations, reflecting bearish sentiment due to geopolitical tensions.|
2026-03-07|10:49:44|*IDF IDENTIFIES MISSILES LAUNCHED FROM IRAN TOWARD ISRAEL|1521|||||Iran,Israel|missiles launched|||||||IDF,Iran-Israel conflict||||The IDF has identified missiles launched from Iran towards Israel, escalating geopolitical tensions in the region.|1.0|The report indicates a military escalation and potential conflict, which generally leads to a bearish sentiment regarding regional stability and investor confidence.|
2026-03-07|10:50:46|*ADNOC IS ‘MANAGING’ OFFSHORE OIL OUTPUT LEVELS DUE TO STORAGE|1522||ADNOC||Oil||Managing offshore oil output||||Oil||||||Storage levels|ADNOC is adjusting its offshore oil output levels in response to current storage conditions.|2.5|The tweet describes a management decision regarding oil output, which is a neutral action indicative of ongoing operational concerns rather than a bullish or bearish signal.|
2026-03-07|10:51:44|*IRAN'S ARAGHCHI: IF TRUMP WANTS ESCALATION HE'LL GET IT|1523|||ARAGHCHI,TRUMP||IRAN|escalation|||||||||||Iran's Deputy Foreign Minister, Araghchi, has warned that any desire for escalation from Trump will be met with corresponding measures.|1.0|The statement indicates a confrontational stance, suggesting potential for increased tensions, leading to a bearish sentiment regarding geopolitical stability.|
2026-03-07|10:53:44|IRANIAN FOREIGN MINISTER SAYS PEZESHKIAN'S OPENNESS TO REGIONAL DE-ESCALATION WAS 'ALMOST IMMEDIATELY KILLED BY PRESIDENT TRUMP'S MISINTERPRETATION OF OUR CAPABILITIES'|1524|||Pezeshkian,President Trump||Iran,United States|regional de-escalation|||||||regional de-escalation||||Iran's Foreign Minister criticized President Trump's response, claiming it undermined regional de-escalation efforts initiated by Pezeshkian.|1.0|The statement presents a negative perspective on U.S.-Iran relations, indicating a bearish sentiment regarding political stability and cooperation in the region.|
2026-03-07|10:54:44|IRAN SAYS RESPONSIBILITY FOR ANY INTENSIFICATION OF IRAN'S EXERCISE OF SELF-DEFENSE 'WILL LIE SQUARELY' WITH THE U.S.|1525|||||Iran,U.S.||||||||Iran,U.S.||||Iran has issued a statement asserting that any escalation in its self-defense actions will be attributed directly to the U.S.|1.0|The tweet conveys a confrontational stance from Iran towards the U.S., indicating a heightened tension which tends to be viewed negatively in geopolitical contexts.|
2026-03-07|11:02:46|HORMUZ DISRUPTION FORCES ADNOC TO ADJUST OUTPUT  The Abu Dhabi National Oil Company says it is managing offshore production to cope with storage limits as tensions in the Middle East disrupt shipping.  The company is using export routes that bypass the Strait of Hormuz and relying on international storage to keep supplies flowing to global customers.  Fighting in the region has nearly shut the key waterway linking the Persian Gulf to open seas  blocking a major export route for Middle Eastern oil and gas.|1526||ADNOC||Oil and Gas|United Arab Emirates,Iran|HORMUZ DISRUPTION,shipping disruption||||oil,gas|||Middle East tensions,Strait of Hormuz||||ADNOC is adjusting its offshore oil production due to disruptions in the Strait of Hormuz caused by rising tensions in the Middle East, leading to potential impacts on global supply chains.|2.0|The sentiment is slightly bearish as the disruption in the Strait of Hormuz indicates negative implications for oil supply, despite ADNOC's measures to adapt. The ongoing tensions suggest greater instability in the region, which can affect market confidence.|
2026-03-07|11:03:47|MORE THAN 150 IRANIAN NATIONALS  INCLUDING DIPLOMATS AND THEIR FAMILIES  LEAVE LEBANON ON SATURDAY-LEBANESE SECURITY SOURCE|1527|||||Iran,Lebanon|departure of diplomats||||||||Lebanese security source|||Over 150 Iranian nationals, including diplomats and their families, departed from Lebanon as reported by a Lebanese security source.|2.5|The tweet presents factual information without expressing any clear optimism or pessimism about the geopolitical situation, resulting in a neutral sentiment score.|
2026-03-07|11:33:45|KATYUSHA ROCKETS TARGET U.S. EMBASSY IN BAGHDAD -SECURITY SOURCES|1528|||||United States,Iraq|attack,targeting embassy|||||||geopolitical tension,military action|security sources|||Katyusha rockets have reportedly targeted the U.S. Embassy in Baghdad, raising concerns over geopolitical tensions in the region according to security sources.|1.0|This tweet indicates a hostile action against the U.S. Embassy, which suggests rising geopolitical tensions and potential threats to security, hence a bearish sentiment.|
2026-03-07|11:34:45|TURKISH FOREIGN MINISTER WARNS IRAN AGAINST FIRING ANY MORE MISSILES TOWARDS TURKEY|1529|||Turkish Foreign Minister||Turkey,Iran|missile firing warning|||||||Iran-Turkey relations||||The Turkish Foreign Minister has issued a warning to Iran regarding any further missile launches towards Turkey, highlighting escalating geopolitical tensions in the region.|1.0|The warning indicates a serious diplomatic and security concern, suggesting a bearish outlook on regional stability.|
2026-03-07|12:47:46|*IRAN READY TO CONTINUE WAR FOR FOR AT LEAST 6 MONTHS: STATE TV|1530|||||Iran|war|||||||Iran war|state TV|||Iran's state television reports that the country is prepared to continue its military engagement for at least six more months.|1.0|The tweet reflects a continuation of conflict, which generally conveys a negative outlook both regionally and globally, hence the bearish sentiment score.|
2026-03-07|12:49:46|IRAN'S LARIJANI SAYS BY HITTING SCHOOLS AND HOSPITALS IN IRAN  THE U.S. AND ISRAEL WANT TO BRING PEOPLE INTO STREETS  BUT THEY FAILED|1531|||LARIJANI||IRAN,U.S.,ISRAEL|hitting schools and hospitals|||||||||||Iran's Larijani accuses the U.S. and Israel of trying to provoke unrest by targeting schools and hospitals, claiming their efforts have failed.|1.5|The statement reflects a negative sentiment towards the actions of the U.S. and Israel, indicating a bearish outlook on the geopolitical situation in Iran.|
2026-03-07|13:10:46|IRAN'S LARIJANI SAYS WE HAVE NOT CLOSED DOWN STRAIT OF HORMUZ  IT IS CLOSED BECAUSE OF THE WAR|1532|||Larijani||Iran|closure of Strait of Hormuz,war|||||||Strait of Hormuz||||Iran's Larijani indicates that the Strait of Hormuz remains closed due to ongoing conflict, not by a formal closure from Iran.|1.0|The statement reflects a negative sentiment regarding geopolitical stability and suggests heightened tensions, which could impact markets.|
2026-03-07|13:19:45|IRAN'S LARIJANI SAYS US MUST PAY FOR ITS ACTIONS|1533|||Larijani||Iran,United States||||||||||||Iran's Larijani has stated that the United States must face repercussions for its actions, indicating ongoing geopolitical tensions.|1.0|The statement suggests a critical view towards the US, indicating potential conflict or underlying tensions. This raises a bearish sentiment regarding diplomatic relations.|
2026-03-07|13:20:46|IRAN'S LARIJANI SAYS TRUMP HAS FAILED TO REACH HIS AIMS BY STRIKING IRAN  IRAN'S LARIJANI SAYS REGIONAL COUNTRIES ARE AWARE THAT US CANNOT SECURE THEIR SECURITY ANYMORE  IRAN'S LARIJANI SAYS THE U.S. IS STUCK IN THE QUAGMIRE OF ITS OWN MISCALCULATIONS|1534|||Trump,Larijani||Iran,US||||||||Iran-US relations||||Iran's Larijani criticizes Trump's failure to achieve his goals against Iran, claiming that regional countries no longer trust the US for their security.|1.0|The comments reflect a bearish sentiment towards US foreign policy and its implications for regional security, suggesting increasing tensions and a lack of confidence in US leadership.|
2026-03-07|13:20:47|FUEL DEPOTS HIT BY STRIKES IN THREE AREAS INCLUDING KARAJ WEST OF THE CAPITAL TEHRAN - IRANIAN OIL MINISTRY SOURCE CITED BY LOCAL NEWS AGENCIES|1535|||||Iran|strikes||||oil|||Tehran|Iranian Oil Ministry,local news agencies|||FUEL depots in Iran, particularly in Karaj west of Tehran, are facing disruptions due to strikes, as reported by an Iranian Oil Ministry source cited by local news.|1.0|The strikes can negatively impact oil supply and production, indicating a bearish outlook for oil-related stocks in the region.|
2026-03-07|13:24:46|DRONE TARGETS U.S. MILITARY BASE NEAR ERBIL AIRPORT – SECURITY SOURCES|1536|||||United States|drone attack|||||||security incident,military conflict|security sources|||A drone attack targeted a U.S. military base near Erbil Airport, according to security sources. This incident raises concerns regarding geopolitical stability in the region.|1.0|The mention of a drone attack on a military base suggests a negative and potentially escalating situation, indicating bearish sentiment surrounding security and stability.|
2026-03-07|13:29:46|TEHRAN REFINERY SOUTH OF THE IRANIAN CAPITAL ON FIRE AFTER STRIKE - STATE TV|1537||||refinery|Iran|fire,strike||||||||state TV|||The Tehran refinery, located south of Iran's capital, is on fire following a strike, as reported by state TV.|1.0|The incident indicates a significant disruption which negatively impacts the refinery's operations, suggesting a bearish outlook.|
2026-03-07|13:49:45|**JUMP AT THE PUMP?**  Forecast for US gas prices just hit $4.20  climbing steadily since the start of March. https://kalshi.com/markets/kxaaagasm/us-gas-price/kxaaagasm-26mar31?utm_source=walterbloomberg|1538||||Energy|United States|price forecast|gas prices|||gas||||kalshi.com||price|US gas prices have surged to a forecasted $4.20 since the beginning of March, indicating a steady climb in costs.|4.0|The forecast of rising gas prices suggests a bullish sentiment in the energy sector, reflecting increased demand or potential supply issues.|
2026-03-07|13:49:47|↧ ↧|1539|||||||||||||||||The tweet indicates a bearish sentiment towards the market with the use of downward arrows.|1.0|The symbols suggest a negative outlook, indicating potential declines in market sentiment.|
2026-03-07|13:55:46|🚨 RIYADH HAS TOLD IRAN THAT CONTINUED STRIKES ON SAUDI ARABIA AND ITS ENERGY SECTOR COULD PUSH IT TO RESPOND IN KIND|1540||||energy|Saudi Arabia,Iran|strikes,response|||||||Iran-Saudi relations||||Saudi Arabia has warned Iran that ongoing strikes on its energy sector may provoke a retaliatory response.|1.0|The warning indicates heightened tension between Saudi Arabia and Iran, suggesting a bearish outlook for market stability in the energy sector.|
2026-03-07|14:09:46|TRUMP: UK  IS FINALLY GIVING SERIOUS THOUGHT TO SENDING TWO AIRCRAFT CARRIERS TO THE MIDDLE EAST  TRUMP:  THAT’S OK  PRIME MINISTER STARMER  WE DON’T NEED THEM ANY LONGER — BUT WE WILL REMEMBER  TRUMP:   WE DON’T NEED PEOPLE THAT JOIN WARS AFTER WE’VE ALREADY WON|1541|||TRUMP,PRIME MINISTER STARMER||UK||||||||MIDDLE EAST||||Trump comments on the UK's consideration of sending aircraft carriers to the Middle East, indicating that the US no longer feels the need for their involvement.|2.5|The tweet reflects a neutral stance on military involvement, as Trump acknowledges the situation without expressing strong approval or disapproval.|
2026-03-07|14:17:46|TRUMP:  NO INDICATION THAT RUSSIA IS HELPING IRAN|1542|||TRUMP||RUSSIA,IRAN||||||||||||Trump indicated that there is no evidence of collaboration between Russia and Iran. This statement may influence market sentiments regarding geopolitical tensions in the region.|3.0|The statement is neutral as it provides information without a strong positive or negative bias towards market conditions.|
2026-03-07|14:18:46|*TRUMP DECLINES TO PROJECT WAR TIMELINE  'WHATEVER IT TAKES'|1543|||TRUMP|||WAR TIMELINE|||||||||||Trump's recent statement on not projecting a timeline for war indicates a flexible approach to future military engagements, emphasizing a commitment to do 'whatever it takes.'|3.0|The tweet reflects a neutral stance regarding military actions; it neither expresses strong optimism nor pessimism about the situation, focusing instead on the uncertainty of timelines.|
2026-03-07|14:18:47|TRUMP: WE WILL START FILLING UP THE SPR AT THE RIGHT TIME|1544|||TRUMP|||FILLING UP SPR|||||||||||Trump has announced plans to begin filling up the Strategic Petroleum Reserve (SPR) at the appropriate time.|4.0|The decision to fill the SPR can be seen as a bullish move for the oil market, signaling confidence in future demand or prices. This action may positively impact oil prices and market sentiment.|
